Employee_ID,Age,Years_Experience,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Survey_Date,Response_Quality,Productivity_Score
EMP0790,22,1,4,Male,Bachelor Degree,Single,No,Suburban,Operations,Junior,Medium (201-1000),Finance,Good,Fast (50-100 Mbps),30,High,Few times per week,100,89.6,74.2,95,8,24,100,9,5,27-04-24,High,93.2
EMP0791,38,6,3,Female,Bachelor Degree,Married,Yes,Suburban,Marketing,Lead,Medium (201-1000),Retail,Poor,Very Fast (100+ Mbps),34,Moderate,Few times per week,100,100,87,95,10,13,100,7,10,09-02-24,High,98
EMP0792,36,2,3,Female,PhD,Married,Yes,Urban,Finance,Junior,Large (1001-5000),Education,Good,Very Fast (100+ Mbps),41,High,Weekly,91.2,91,88.5,95,6,18,100,4,1,02-02-24,High,98
EMP0793,37,2,0,Male,Master Degree,Married,Yes,Urban,Sales,Mid-Level,Startup (1-50),Healthcare,Average,Fast (50-100 Mbps),45,Very High,Daily,64.6,62.9,50,80.3,8,31,100,7,5,18-01-24,High,59.4
EMP0794,23,0,4,Non-binary,Master Degree,Married,Yes,Urban,Engineering,Junior,Medium (201-1000),Non-profit,Good,Very Fast (100+ Mbps),51,High,Few times per week,57.3,88.8,71.3,88.3,5,0,100,3,6,20-01-24,High,70
EMP0795,25,0,4,Male,Master Degree,In Relationship,Yes,Rural,Engineering,Junior,Small (51-200),Government,Good,Fast (50-100 Mbps),44,High,Daily,84.3,88.8,84.3,95,12,35,100,7,8,15-02-24,High,77.3
EMP0796,44,0,1,Male,Bachelor Degree,Single,No,Rural,Marketing,Junior,Medium (201-1000),Government,Average,Fast (50-100 Mbps),45,High,Weekly,92.9,87.7,88,95,8,42,100,6,7,15-03-24,High,97.1
EMP0797,34,3,4,Male,PhD,Divorced,No,Suburban,Product,Mid-Level,Startup (1-50),Media,Good,Slow (<25 Mbps),51,Moderate,Daily,96.8,99.9,70,95,13,63,100,5,5,02-04-24,High,92.5
EMP0798,41,4,4,Female,Associate Degree,Married,Yes,Suburban,Sales,Senior,Startup (1-50),Technology,Average,Fast (50-100 Mbps),44,Moderate,Daily,83.2,79.9,80.6,84.6,9,29,100,1,4,02-05-24,Medium,78.5
EMP0799,35,4,4,Female,Master Degree,Married,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Finance,Excellent,Fast (50-100 Mbps),47,Moderate,Weekly,96.5,97.1,95,95,10,0,100,7,5,22-04-24,High,98
EMP0800,35,2,2,Female,Bachelor Degree,Married,No,Suburban,Design,Junior,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),39,High,Few times per week,100,93.9,84,95,15,48,100,8,2,24-01-24,Medium,98
EMP0801,43,12,4,Male,Bachelor Degree,Married,Yes,Urban,Engineering,Senior,Large (1001-5000),Non-profit,Excellent,Very Fast (100+ Mbps),46,High,Daily,81.3,80.4,83.6,95,6,21,100,5,8,13-03-24,High,87.7
EMP0802,30,2,2,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),43,Very High,Few times per week,100,100,88.6,95,11,26,100,1,4,08-03-24,Medium,98
EMP0803,35,2,2,Male,Master Degree,Married,Yes,Suburban,Product,Junior,Small (51-200),Finance,Average,Fast (50-100 Mbps),40,High,Few times per week,91.4,88.3,79.2,95,4,32,100,7,8,07-05-24,Medium,98
EMP0804,30,1,2,Female,Master Degree,Married,No,Suburban,Finance,Junior,Small (51-200),Technology,Good,Very Fast (100+ Mbps),51,Moderate,Few times per week,58.7,50,41.6,65.6,12,56,55.8,6,4,04-04-24,High,52
EMP0805,31,5,3,Female,Bachelor Degree,Divorced,No,Urban,Sales,Senior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),34,Moderate,Bi-weekly,60.9,76.6,67.6,95,9,30,100,7,9,28-03-24,High,77.8
EMP0806,32,4,1,Female,Bachelor Degree,Single,Yes,Suburban,HR,Mid-Level,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),36,High,Weekly,93,88.2,59.5,95,7,80,100,6,7,08-02-24,High,98
EMP0807,36,3,5,Female,PhD,Single,No,Suburban,HR,Mid-Level,Small (51-200),Education,Excellent,Fast (50-100 Mbps),49,Moderate,Daily,97.2,93.8,89.8,95,8,0,100,6,6,15-04-24,Medium,98
EMP0808,30,1,2,Female,Bachelor Degree,Single,Yes,Suburban,Engineering,Junior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),47,High,Few times per week,74.9,67.4,54,92.1,5,24,100,4,6,13-04-24,High,74.4
EMP0809,46,8,2,Female,Master Degree,Single,Yes,Suburban,Finance,Senior,Medium (201-1000),Education,Poor,Fast (50-100 Mbps),42,Low,Daily,82.8,100,78.1,95,8,43,97.7,3,5,04-03-24,High,98
EMP0810,26,3,3,Male,Master Degree,Married,No,Suburban,Operations,Senior,Medium (201-1000),Consulting,Excellent,Moderate (25-50 Mbps),44,Low,Daily,59.3,57.4,33,71.6,6,27,58.9,6,5,18-03-24,High,56.3
EMP0811,33,3,2,Female,Bachelor Degree,Married,No,Suburban,Data Science,Mid-Level,Startup (1-50),Manufacturing,Excellent,Fast (50-100 Mbps),45,High,Bi-weekly,100,98.9,86.6,95,15,12,100,8,9,06-03-24,High,98
EMP0812,31,5,3,Male,High School,Single,Yes,Urban,Data Science,Mid-Level,Medium (201-1000),Technology,Excellent,Very Fast (100+ Mbps),44,Moderate,Few times per week,74.7,76.1,56.5,95,12,13,100,2,4,15-02-24,High,75.2
EMP0813,48,12,2,Male,Bachelor Degree,Single,No,Suburban,Sales,Lead,Small (51-200),Media,Average,Fast (50-100 Mbps),43,Moderate,Bi-weekly,87.5,94.7,85.8,95,4,52,89.7,10,4,02-02-24,High,94.4
EMP0814,36,4,1,Male,Bachelor Degree,Married,Yes,Suburban,Operations,Junior,Large (1001-5000),Manufacturing,Excellent,Fast (50-100 Mbps),36,High,Daily,80,91.6,71.1,95,13,29,100,9,6,07-04-24,High,94.2
EMP0815,44,16,2,Male,Associate Degree,Married,Yes,Suburban,Engineering,Manager,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),49,Low,Daily,85.2,89.5,94.6,95,8,47,98.8,6,10,12-04-24,High,89
EMP0816,22,0,3,Male,Associate Degree,In Relationship,No,Suburban,Engineering,Junior,Small (51-200),Retail,Good,Moderate (25-50 Mbps),40,Moderate,Few times per week,67.4,66.9,66,88.1,6,24,96.1,8,6,15-01-24,High,63.9
EMP0817,37,8,0,Female,Bachelor Degree,Divorced,No,Suburban,Marketing,Senior,Small (51-200),Retail,Average,Very Fast (100+ Mbps),36,Moderate,Few times per week,98.3,91.9,90,94.8,10,19,100,6,6,08-05-24,High,86.6
EMP0818,43,16,4,Male,Master Degree,In Relationship,No,Suburban,Finance,Lead,Small (51-200),Healthcare,Average,Moderate (25-50 Mbps),42,Moderate,Weekly,81.8,79.7,67.7,95,11,14,100,5,10,20-04-24,High,81.4
EMP0819,35,5,4,Male,Master Degree,Married,No,Suburban,Operations,Mid-Level,Medium (201-1000),Technology,Poor,Very Fast (100+ Mbps),44,Very High,Few times per week,83.7,78,56.8,81.6,9,7,100,6,8,04-05-24,High,76.4
EMP0820,44,0,4,Female,Bachelor Degree,Married,No,Suburban,Sales,Junior,Enterprise (5000+),Education,Good,Fast (50-100 Mbps),44,Very High,Few times per week,78.8,68.2,54.9,84.5,7,40,100,8,9,22-04-24,High,78.3
EMP0821,30,2,3,Male,Bachelor Degree,Single,Yes,Suburban,Customer Success,Junior,Small (51-200),Manufacturing,Excellent,Very Fast (100+ Mbps),47,High,Few times per week,71.8,87.9,95,95,15,20,100,9,5,07-05-24,Medium,80
EMP0822,47,10,3,Female,Bachelor Degree,Married,Yes,Rural,Customer Success,Mid-Level,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),39,High,Weekly,55,67,49.8,77.4,4,10,100,8,8,28-01-24,High,64.6
EMP0823,55,7,5,Female,Bachelor Degree,Single,No,Suburban,HR,Senior,Medium (201-1000),Education,Good,Moderate (25-50 Mbps),41,Low,Bi-weekly,88.1,76.2,53.1,95,2,0,100,4,9,23-04-24,High,77.4
EMP0824,31,4,0,Female,Master Degree,Divorced,No,Urban,Engineering,Mid-Level,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),36,High,Few times per week,100,84.1,73.4,95,8,23,100,6,7,09-03-24,Medium,98
EMP0825,30,0,0,Female,Bachelor Degree,Married,No,Suburban,Customer Success,Junior,Large (1001-5000),Education,Poor,Slow (<25 Mbps),43,Low,Weekly,64.6,82.9,63,79.9,3,3,100,5,6,12-02-24,High,64.8
EMP0826,48,21,1,Male,Master Degree,Married,Yes,Suburban,Product,Lead,Large (1001-5000),Finance,Average,Very Fast (100+ Mbps),36,Moderate,Few times per week,97.5,92.2,87.3,95,6,44,100,6,5,06-02-24,High,93.2
EMP0827,49,6,1,Male,Bachelor Degree,Single,Yes,Rural,Engineering,Lead,Medium (201-1000),Finance,Excellent,Fast (50-100 Mbps),38,Moderate,Weekly,71.5,89.1,74.3,94.3,12,43,100,5,7,26-04-24,High,82.3
EMP0828,30,0,1,Male,Master Degree,Married,No,Suburban,Sales,Junior,Large (1001-5000),Consulting,Average,Fast (50-100 Mbps),47,High,Bi-weekly,88.8,85.4,77,95,7,50,100,2,4,13-04-24,High,90.9
EMP0829,31,1,4,Female,Bachelor Degree,Married,Yes,Urban,Data Science,Junior,Small (51-200),Manufacturing,Excellent,Very Fast (100+ Mbps),42,High,Daily,100,91.1,91.2,95,6,18,100,8,6,21-03-24,Medium,98
EMP0830,32,7,3,Male,Master Degree,Married,Yes,Urban,Operations,Lead,Enterprise (5000+),Finance,Excellent,Very Fast (100+ Mbps),50,High,Few times per week,52.6,79.7,69.4,77.3,10,15,100,9,7,14-03-24,High,60.2
EMP0831,22,1,5,Male,PhD,Married,Yes,Suburban,Marketing,Junior,Medium (201-1000),Finance,Average,Very Fast (100+ Mbps),49,Very Low,Monthly,72.3,85.4,65.8,83.5,13,0,100,4,7,21-01-24,Medium,74.2
EMP0832,26,1,2,Male,Master Degree,Single,Yes,Suburban,Engineering,Junior,Medium (201-1000),Retail,Poor,Slow (<25 Mbps),43,Low,Few times per week,65.9,73.7,59,86,12,37,100,6,7,26-03-24,High,73.4
EMP0833,25,0,2,Female,Master Degree,Married,No,Suburban,Operations,Mid-Level,Enterprise (5000+),Consulting,Excellent,Fast (50-100 Mbps),44,High,Bi-weekly,81.7,100,83.1,95,6,31,100,6,7,15-02-24,High,98
EMP0834,28,0,5,Male,Associate Degree,Married,No,Urban,Marketing,Junior,Large (1001-5000),Retail,Average,Very Fast (100+ Mbps),40,High,Daily,80.9,82.1,53.3,95,13,0,100,8,1,11-05-24,Low,78.5
EMP0835,34,6,4,Non-binary,Master Degree,Divorced,Yes,Suburban,Engineering,Lead,Large (1001-5000),Healthcare,Average,Very Fast (100+ Mbps),48,Moderate,Few times per week,67.4,61,66.6,82.7,14,7,93.3,7,2,02-05-24,High,67.5
EMP0836,37,5,3,Male,Bachelor Degree,Married,Yes,Suburban,Marketing,Senior,Small (51-200),Government,Excellent,Very Fast (100+ Mbps),44,High,Bi-weekly,88.2,100,75.9,95,11,44,100,7,7,30-01-24,High,91.9
EMP0837,48,18,3,Male,Bachelor Degree,Married,No,Urban,Engineering,Lead,Enterprise (5000+),Manufacturing,Good,Fast (50-100 Mbps),47,Moderate,Few times per week,86.2,76.2,47.9,95,7,18,85.4,9,10,13-03-24,High,82
EMP0838,26,2,4,Male,Associate Degree,In Relationship,Yes,Urban,HR,Mid-Level,Large (1001-5000),Technology,Average,Slow (<25 Mbps),38,Moderate,Few times per week,53.7,63.7,48.1,73.5,9,47,84.6,7,4,01-02-24,High,50.4
EMP0839,43,6,3,Female,PhD,Married,No,Urban,Data Science,Lead,Medium (201-1000),Healthcare,Average,Fast (50-100 Mbps),33,Moderate,Daily,97.4,91.4,82.3,95,9,4,100,6,7,26-04-24,High,92.7
EMP0840,33,4,2,Female,Master Degree,Married,No,Urban,Marketing,Mid-Level,Enterprise (5000+),Finance,Good,Very Fast (100+ Mbps),45,Moderate,Daily,97.9,100,90.9,95,9,55,100,2,6,14-03-24,Medium,95
EMP0841,34,1,4,Male,Master Degree,Married,No,Urban,Operations,Mid-Level,Small (51-200),Manufacturing,Excellent,Fast (50-100 Mbps),46,Moderate,Few times per week,84.6,88.6,80.1,95,5,24,100,8,4,09-04-24,High,91.1
EMP0842,41,11,3,Male,Master Degree,Divorced,No,Urban,Marketing,Senior,Startup (1-50),Technology,Good,Slow (<25 Mbps),42,High,Weekly,100,100,93.9,95,6,27,100,6,2,22-03-24,Medium,98
EMP0843,24,0,1,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),45,Moderate,Bi-weekly,66.9,71.4,62.9,86.1,5,90,100,7,7,26-03-24,High,71
EMP0844,38,9,3,Male,PhD,Married,No,Urban,Data Science,Senior,Startup (1-50),Finance,Good,Slow (<25 Mbps),36,Low,Weekly,100,99.3,95,95,9,14,100,6,4,31-03-24,High,98
EMP0845,36,4,3,Male,PhD,Married,Yes,Urban,Engineering,Mid-Level,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),47,Very High,Weekly,97.9,85.6,51.4,95,4,34,100,5,5,24-02-24,Medium,98
EMP0846,39,5,5,Male,Bachelor Degree,Single,Yes,Urban,Engineering,Mid-Level,Small (51-200),Finance,Average,Fast (50-100 Mbps),49,High,Weekly,86.7,73.4,90.2,80.7,6,0,100,6,6,15-05-24,High,71
EMP0847,37,6,1,Male,Bachelor Degree,Divorced,Yes,Suburban,Marketing,Senior,Startup (1-50),Retail,Good,Fast (50-100 Mbps),48,Very High,Weekly,79.4,100,66.6,95,10,56,100,2,7,20-04-24,High,98
EMP0848,57,15,5,Male,Master Degree,Married,Yes,Suburban,Finance,Lead,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),42,Moderate,Weekly,93.3,100,89.5,95,9,0,100,7,6,08-05-24,High,96.5
EMP0849,29,3,3,Male,PhD,Married,Yes,Urban,Sales,Mid-Level,Medium (201-1000),Education,Poor,Fast (50-100 Mbps),49,Very High,Few times per week,100,90.9,93.5,95,5,38,100,4,6,11-03-24,Medium,98
EMP0850,30,0,3,Male,Master Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Education,Average,Very Fast (100+ Mbps),35,Moderate,Few times per week,98.6,90,74.9,95,11,24,100,5,8,02-04-24,High,95.3
EMP0851,29,1,1,Female,Master Degree,Single,No,Suburban,Customer Success,Junior,Startup (1-50),Education,Poor,Very Fast (100+ Mbps),45,High,Daily,47.6,59.2,33.3,78.5,6,26,100,3,1,28-04-24,Medium,61.2
EMP0852,30,6,4,Male,PhD,Divorced,No,Urban,Sales,Senior,Medium (201-1000),Healthcare,Poor,Moderate (25-50 Mbps),46,Moderate,Weekly,67,76.3,72.8,95,5,28,86.6,8,8,16-04-24,High,72.9
EMP0853,29,0,5,Female,Master Degree,In Relationship,Yes,Suburban,Engineering,Mid-Level,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),45,Moderate,Daily,97.8,90.9,95,95,12,0,100,4,7,08-05-24,Low,98
EMP0854,45,7,2,Male,Master Degree,Married,No,Suburban,Sales,Senior,Large (1001-5000),Technology,Average,Slow (<25 Mbps),36,High,Daily,59.4,72.3,56.6,95,9,54,100,5,7,19-03-24,High,71.5
EMP0855,47,5,2,Female,Master Degree,In Relationship,Yes,Urban,Engineering,Mid-Level,Startup (1-50),Manufacturing,Average,Fast (50-100 Mbps),43,High,Few times per week,100,96.4,75.7,95,10,51,100,5,6,09-03-24,High,97.1
EMP0856,29,2,3,Male,Bachelor Degree,Single,No,Suburban,Marketing,Junior,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),40,High,Monthly,99.8,95.4,81.3,95,11,17,100,5,3,30-04-24,High,88.3
EMP0857,27,1,4,Female,Master Degree,Divorced,Yes,Suburban,Finance,Junior,Small (51-200),Retail,Excellent,Moderate (25-50 Mbps),30,Moderate,Weekly,100,96.7,95,95,4,21,100,8,3,10-05-24,High,98
EMP0858,39,4,0,Male,Bachelor Degree,Married,No,Suburban,Customer Success,Mid-Level,Medium (201-1000),Healthcare,Good,Fast (50-100 Mbps),34,Moderate,Few times per week,77.1,92.1,76.7,95,10,34,100,7,6,25-03-24,Medium,87
EMP0859,30,4,4,Female,Master Degree,Married,Yes,Urban,Engineering,Senior,Enterprise (5000+),Technology,Excellent,Very Fast (100+ Mbps),48,High,Weekly,100,89,85.7,95,8,32,100,7,8,12-03-24,High,98
EMP0860,40,4,3,Male,Bachelor Degree,Single,No,Rural,Engineering,Senior,Small (51-200),Manufacturing,Good,Very Fast (100+ Mbps),39,High,Bi-weekly,85.9,90.3,92.5,95,7,32,100,4,9,08-05-24,High,98
EMP0861,36,2,2,Male,Associate Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Technology,Excellent,Moderate (25-50 Mbps),48,Very High,Few times per week,100,96.6,68.2,95,6,30,100,4,8,04-02-24,High,97.1
EMP0862,22,0,3,Female,High School,Single,Yes,Urban,Engineering,Junior,Small (51-200),Government,Average,Fast (50-100 Mbps),48,Moderate,Few times per week,51.4,52.7,51.6,65.8,7,43,78.2,4,8,19-04-24,High,49.9
EMP0863,48,8,2,Female,Master Degree,Divorced,Yes,Urban,Engineering,Senior,Enterprise (5000+),Technology,Good,Fast (50-100 Mbps),45,High,Few times per week,88.7,89.3,78.5,95,5,23,100,5,1,04-05-24,High,92.8
EMP0864,51,2,4,Male,Bachelor Degree,Divorced,Yes,Suburban,Sales,Junior,Medium (201-1000),Healthcare,Excellent,Fast (50-100 Mbps),38,Low,Daily,84.1,74.8,64.9,85.7,10,43,94.4,6,4,15-03-24,High,79.1
EMP0865,29,3,4,Female,Bachelor Degree,Single,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),47,Moderate,Bi-weekly,75.9,81.6,73.9,92.5,5,30,100,4,9,12-03-24,High,84.2
EMP0866,31,3,3,Male,Bachelor Degree,Single,No,Urban,Operations,Mid-Level,Medium (201-1000),Media,Excellent,Moderate (25-50 Mbps),43,Moderate,Weekly,75.7,78.6,48.6,95,6,40,100,6,9,17-02-24,High,73.4
EMP0867,37,3,3,Male,Bachelor Degree,Divorced,Yes,Urban,Sales,Mid-Level,Small (51-200),Non-profit,Average,Very Fast (100+ Mbps),42,Very High,Weekly,100,98.5,86.4,95,8,44,100,4,4,20-04-24,High,98
EMP0868,38,2,2,Non-binary,Associate Degree,Married,No,Suburban,Engineering,Junior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),36,Very High,Few times per week,88.4,100,68.5,95,5,19,100,4,7,15-02-24,High,91.9
EMP0869,40,0,4,Male,Bachelor Degree,Single,No,Rural,Sales,Mid-Level,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),38,Moderate,Monthly,99.2,86.7,88,95,7,9,100,4,6,01-05-24,High,94.3
EMP0870,53,24,3,Female,Bachelor Degree,Married,No,Urban,Engineering,Manager,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),36,High,Daily,96.8,100,95,95,10,50,100,7,1,05-04-24,High,98
EMP0871,33,4,3,Male,Bachelor Degree,Married,Yes,Suburban,Finance,Senior,Medium (201-1000),Manufacturing,Good,Fast (50-100 Mbps),47,Very High,Daily,74,84.6,81.4,85.7,9,49,100,6,8,19-02-24,Low,79.5
EMP0872,27,1,3,Female,Bachelor Degree,Single,No,Suburban,Sales,Junior,Startup (1-50),Finance,Average,Very Fast (100+ Mbps),51,Moderate,Daily,93.1,96.5,70.5,95,7,30,94,6,9,22-04-24,Medium,88.3
EMP0873,22,0,3,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Education,Good,Very Fast (100+ Mbps),47,High,Weekly,79.7,79,64.8,89.5,8,25,100,7,9,23-04-24,Medium,71.1
EMP0874,28,1,2,Non-binary,Master Degree,Married,No,Suburban,Sales,Junior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),43,High,Weekly,67.3,63.5,55.3,95,8,5,100,2,6,21-03-24,High,75
EMP0875,34,1,1,Female,Bachelor Degree,Single,Yes,Urban,Engineering,Junior,Small (51-200),Retail,Good,Fast (50-100 Mbps),40,Moderate,Few times per week,93.3,76.4,68.2,95,1,29,95.5,7,8,17-03-24,Medium,86.5
EMP0876,51,18,1,Male,Bachelor Degree,In Relationship,No,Suburban,Customer Success,Manager,Small (51-200),Healthcare,Excellent,Fast (50-100 Mbps),44,Low,Weekly,95.6,89.3,80.8,95,7,25,100,5,6,04-04-24,High,87.9
EMP0877,30,1,4,Female,Bachelor Degree,Married,No,Rural,Data Science,Junior,Startup (1-50),Retail,Excellent,Fast (50-100 Mbps),39,High,Daily,89.5,99.2,83,95,5,36,100,6,10,14-02-24,High,96.8
EMP0878,37,7,2,Male,Bachelor Degree,Single,Yes,Urban,Engineering,Senior,Large (1001-5000),Manufacturing,Excellent,Fast (50-100 Mbps),41,Moderate,Daily,85.9,75.5,68,95,5,43,100,5,10,19-02-24,High,86.3
EMP0879,34,1,0,Female,Associate Degree,Single,No,Suburban,Finance,Junior,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),37,Moderate,Daily,83.3,96.7,83.6,95,5,69,100,7,8,11-03-24,High,91.8
EMP0880,45,12,4,Female,High School,Single,No,Urban,Engineering,Senior,Large (1001-5000),Education,Average,Very Fast (100+ Mbps),45,Very Low,Few times per week,100,90.5,89.4,95,6,0,89.8,4,6,24-01-24,Medium,96.9
EMP0881,57,28,1,Female,Master Degree,Married,No,Urban,Engineering,Manager,Medium (201-1000),Education,Excellent,Slow (<25 Mbps),46,High,Weekly,69.6,94.1,87.8,95,9,47,100,9,9,15-04-24,Medium,98
EMP0882,30,4,4,Female,Master Degree,Single,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),47,Low,Weekly,100,99.2,88.7,95,6,15,100,5,5,20-02-24,High,98
EMP0883,30,3,2,Male,Bachelor Degree,Married,No,Urban,Product,Mid-Level,Small (51-200),Technology,Poor,Very Fast (100+ Mbps),45,High,Daily,100,100,90.9,95,3,34,100,7,5,14-02-24,High,98
EMP0884,44,2,1,Female,Master Degree,Single,No,Suburban,Sales,Junior,Small (51-200),Manufacturing,Excellent,Fast (50-100 Mbps),44,High,Daily,100,93.6,63.6,95,9,55,100,6,7,18-02-24,Medium,98
EMP0885,41,13,3,Male,High School,Married,No,Suburban,Data Science,Senior,Large (1001-5000),Non-profit,Good,Fast (50-100 Mbps),35,High,Bi-weekly,73.9,99.3,60.9,95,8,21,100,7,8,26-02-24,High,82.1
EMP0886,51,7,0,Female,PhD,Married,Yes,Rural,Marketing,Senior,Large (1001-5000),Government,Good,Moderate (25-50 Mbps),35,High,Daily,94.8,98.7,59.5,95,5,99,100,6,3,24-02-24,High,98
EMP0887,40,10,4,Male,Associate Degree,Married,No,Urban,Engineering,Mid-Level,Large (1001-5000),Manufacturing,Average,Very Fast (100+ Mbps),43,Moderate,Few times per week,89.9,100,87.4,95,10,19,87.9,5,8,08-05-24,High,98
EMP0888,31,3,3,Female,Master Degree,Married,No,Urban,HR,Mid-Level,Medium (201-1000),Finance,Good,Fast (50-100 Mbps),48,Moderate,Daily,72.9,71.2,52.8,78.2,13,18,93.8,4,9,24-03-24,High,70.7
EMP0889,40,2,1,Male,Associate Degree,In Relationship,No,Urban,Design,Mid-Level,Large (1001-5000),Finance,Poor,Fast (50-100 Mbps),40,High,Few times per week,61.1,76.8,57,73.7,14,0,100,6,7,25-01-24,High,61.6
EMP0890,44,4,2,Female,Master Degree,Married,Yes,Suburban,Customer Success,Mid-Level,Enterprise (5000+),Technology,Good,Very Fast (100+ Mbps),42,Very High,Few times per week,67.9,72.4,75.2,94,7,42,100,2,5,01-02-24,High,72.3
EMP0891,42,1,3,Male,Bachelor Degree,Married,Yes,Suburban,HR,Junior,Small (51-200),Finance,Good,Very Fast (100+ Mbps),42,High,Daily,92.1,91.2,63.6,93.7,9,26,100,2,7,03-02-24,High,83.2
EMP0892,39,4,1,Female,Associate Degree,Married,No,Urban,Sales,Junior,Small (51-200),Technology,Good,Fast (50-100 Mbps),30,High,Few times per week,79.3,59.7,50.2,81.9,7,5,100,6,4,13-02-24,High,64.3
EMP0893,44,19,2,Male,Master Degree,Divorced,No,Suburban,Engineering,Director,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),43,High,Few times per week,100,91.6,95,95,10,26,100,6,6,04-03-24,Medium,98
EMP0894,45,3,3,Female,High School,Single,Yes,Suburban,Engineering,Junior,Small (51-200),Media,Excellent,Very Fast (100+ Mbps),38,High,Daily,100,93.8,95,95,12,35,100,6,7,12-04-24,High,98
EMP0895,47,2,4,Male,Master Degree,Married,Yes,Suburban,Marketing,Mid-Level,Large (1001-5000),Government,Average,Very Fast (100+ Mbps),45,Very High,Weekly,100,92,92.5,95,4,7,100,5,6,03-02-24,High,98
EMP0896,40,3,3,Female,Master Degree,Married,Yes,Urban,Design,Mid-Level,Small (51-200),Government,Excellent,Very Fast (100+ Mbps),41,High,Weekly,68.9,78.8,53.7,95,9,13,100,7,6,14-04-24,Medium,69.2
EMP0897,33,7,4,Male,Bachelor Degree,Married,No,Urban,Finance,Senior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),40,Moderate,Daily,59.5,67.6,45.5,87.7,12,28,100,4,7,11-02-24,High,67.8
EMP0898,36,4,5,Female,Bachelor Degree,Married,Yes,Suburban,Customer Success,Junior,Medium (201-1000),Media,Good,Very Fast (100+ Mbps),41,High,Daily,75.5,68.6,66.3,85.4,8,0,100,6,6,23-01-24,High,71.7
EMP0899,45,10,2,Male,High School,Married,No,Suburban,Engineering,Senior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),40,Very High,Daily,99.1,100,95,95,10,46,100,8,3,08-03-24,Medium,98
EMP0900,27,1,4,Female,Master Degree,Single,No,Urban,Finance,Junior,Small (51-200),Healthcare,Excellent,Moderate (25-50 Mbps),33,High,Few times per week,78.6,84.3,77.5,95,9,44,100,8,6,07-03-24,High,86.9
